Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Oracle acquired Xsigo in 2012,Xsigo,Oracle,2012,30/07/2012,"$220,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/52aa4409d85442ea8aab8a1b02417e4e,Oracle Acquires Virtual Networking Concern Xsigo Systems,http://allthingsd.com/20120730/oracle-acquires-virtual-networking-concern-xsigo-systems/
Amazon acquired Woot in 2010,Woot,Amazon,2010,30/06/2010,"$110,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b678852fe10bb9474ffc8c22a226e080,Woot's Deal Of The Day: Woot! — Amazon Buys It. Price? $110 Million | TechCrunch,http://techcrunch.com/2010/06/30/woot-amazon/
Google acquired Aardvark in 2010,Aardvark,Google,2010,11/02/2010,"$50,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5c1840a92c42d4ff2f424e1b5a7d530f,Google Acquires Aardvark For $50 million (Confirmed) | TechCrunch,http://techcrunch.com/2010/02/11/google-acquires-aardvark-for-50-million/
Apple acquired Beats Electronics in 2014,Beats Electronics,Apple,2014,28/05/2014,"$3,000,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/df61631e6716f46ea7667bef7806855e,"Apple formally takes ownership of 13 percent of Beats from Vivendi/Universal Music Group, Apple Officially Welcomes Beats As It Gets U.S. Regulatory Approval For The Deal | TechCrunch, Apple Buys Beats Electronics For $3B | TechCrunch","http://9to5mac.com/2014/08/01/apple-formally-takes-ownership-of-13-percent-of-beats-from-vivendiuniversal-music-group/, http://techcrunch.com/2014/08/01/apple-officially-welcomes-beats-as-it-completes-404m-purchase-of-vivendiuniversal-shares/, http://techcrunch.com/2014/05/28/apple-buys-beats-electronics-for-3b/?ncid=rss&utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29"
Yahoo! acquired Four11 in 1997,Four11,Yahoo,1997,1/10/1997,"$92,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/6cb2b87bd0952cd5d1a85dd4c41e9729,The Current State of Yahoo! And Where Yahoo!’s Acquisitions Since 1997 Are Now,http://pulse2.com/2006/11/28/the-current-state-of-yahoo-and-where-yahoos-acquisitions-since-1997-are-now/
Symantec acquired MessageLabs in 2008,MessageLabs,Symantec,2008,9/10/2008,"$695,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8a61236f0cb1d3fa9c42c609b1fc62fd,Symantec acquired MessageLabs,http://www.thealarmclock.com/mt/archives/2008/10/symantec_pays_6.html
HP acquired VeriFone in 1997,VeriFone,HP,1997,1/04/1997,"$1,200,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/410fb9744a09c63d71b7fd8b04f65e0c,"HP to Acquire Verifone in Stock Swap Valued at $1.18 Billion, Powerful Combination to Accelerate Internet-based Commerce and Smart-card Applications for Financial Services Businesses and Consumers. - Free Online Library","http://www.thefreelibrary.com/HP+to+Acquire+Verifone+in+Stock+Swap+Valued+at+$1.18+Billion,...-a019339823"
Monster acquired Hotjobs in 2010,Hotjobs,Monster,2010,3/02/2010,"$225,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/37b5748ed0d2eb61831c24c9cab8db4d,Monster Buys HotJobs from Yahoo for $225 Million | TechCrunch,http://techcrunch.com/2010/02/03/yahoo-hotjobs-monster-225-million/
Twitter acquired TweetDeck in 2011,TweetDeck,Twitter,2011,2/05/2011,"$40,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/c038b8180cc06c08512e62791571b957,Twitter To Buy TweetDeck For $40 Million – $50 Million | TechCrunch,http://techcrunch.com/2011/05/02/twitter-to-buy-tweetdeck-for-40-million-50-million/
Intel acquired iPivot in 1999,iPivot,Intel,1999,5/10/1999,"$500,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/48cc48442fa9f0a93cc009d5c4a0bdb3,Intel to buy IPivot for $500 million - CNET News,http://news.cnet.com/Intel-to-buy-IPivot-for-500-million/2100-12_3-266330.html
HP acquired EDS in 2008,EDS,HP,2008,13/05/2008,"$13,900,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1562f377c667cc715b93384886d535cd,HP News - HP to Acquire EDS for $13.9 Billion,http://www8.hp.com/us/en/hp-news/press-release.html?id=169924
HP acquired Opsware in 2007,Opsware,HP,2007,23/07/2007,"$1,600,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/54cf7219de7a541d550ea1e459812cbf,Opsware sells to HP for $1.6 billion in happy ending,http://venturebeat.com/2007/07/23/opsware-sells-to-hp-for-16-billion-in-happy-ending/
Oracle acquired RuleBurst Holdings in 2008,RuleBurst Holdings,Oracle,2008,29/10/2008,"$150,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dc4a536991f46f0e103a104c78d28c1e,Oracle and Haley | Strategic Acquisitions | Oracle,http://www.oracle.com/us/corporate/Acquisitions/Haley/index.html
Yahoo! acquired Encompass in 1999,Encompass,Yahoo,1999,1/06/1999,"$130,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/73a8c5b9855ddbe5508a19113d568b9c,,
Lenovo acquired Motorola Mobility in 2014,Motorola Mobility,Lenovo,2014,29/01/2014,"$2,900,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/43ac895a96ce93f48d864608392168fb,Lenovo To Buy Motorola Mobility From Google For $2.91 Billion | TechCrunch,http://techcrunch.com/2014/01/29/lenovo-to-buy-motorola-mobility-from-google/
Yahoo! acquired Tomfoolery in 2014,Tomfoolery,Yahoo,2014,28/01/2014,"$16,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dd2ff7e78c9c74cd64ea11aec36de53b,Yahoo Has Closed The Tomfoolery Acquisition Will Shut Down Anchor Team To Work For Bonforte | TechCrunch,http://techcrunch.com/2014/01/28/yahoo-tomfoolery-bonforte/
Yahoo! acquired Maven Networks in 2008,Maven Networks,Yahoo,2008,31/01/2008,"$160,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b16847b9c1bd9d7485e12f3ea240daf3,Yahoo Confirms Maven Networks Acquisition | TechCrunch,http://techcrunch.com/2008/02/12/yahoo-confirms-maven-networks-acquisition/
Qualcomm acquired Berkäna Wireless in 2006,Berkäna Wireless,Qualcomm,2006,5/01/2006,"$56,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/78a11a59908765ef16ec13d40682709d,Qualcomm acquired BerkÃ¤na Wireless,http://www.qualcomm.com/news/releases/2006/060105_acquires_berkana_wireless.html
Microsoft acquired Powerset in 2008,Powerset,Microsoft,2008,1/07/2008,"$100,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/7f841da9f651892166396faf320db28c,Official: Microsoft Buys Powerset,http://searchengineland.com/official-microsoft-buys-powerset-14305
Google acquired Zagat in 2011,Zagat,Google,2011,26/10/2011,"$151,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b9a32877f957357f5426de97dcc751f3,Report Puts Google’s Zagat Purchase At $151 Million | TechCrunch,http://techcrunch.com/2011/10/26/report-puts-googles-zagat-purchase-at-151-million/
Google acquired Applied Semantics in 2003,Applied Semantics,Google,2003,23/04/2003,"$102,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/c12dbcf857a695db47e939ddb4891e44,Google Buys Applied Semantics,http://newsbreaks.infotoday.com/nbreader.asp?ArticleID=16713
Apple acquired Cue in 2013,Cue,Apple,2013,4/10/2013,"$50,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/13b48c4ab04540f632021157c84911aa,Apple Buys Cue For Over $40M To Compete With Google Now | TechCrunch,http://techcrunch.com/2013/10/03/cue-acquired-for-over-40m-likely-by-apple-to-compete-with-google-now/
IBM acquired CSL International in 2013,CSL International,IBM,2013,10/07/2013,"$20,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0444e278d0994eaaac813db11bf4f26b,IBM buys Israeli CSL for $20M,http://www.ynetnews.com/articles/07340L-440322500.html
Google acquired PeakStream in 2007,PeakStream,Google,2007,5/06/2007,"$20,300,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/7b0f306d0103c702c2c8f4fdb01f8ec5,"Proxy Watch: Google: $1 Million Stake In Comsenz, $20 Million For Peakstream, Salaries, Human Rights - washingtonpost.com",http://www.washingtonpost.com/wp-dyn/content/article/2008/03/25/AR2008032502201.html
Qualcomm acquired Xiam in 2008,Xiam,Qualcomm,2008,11/03/2008,"$32,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b5cbc0f3d12ea52ffeb185f51c44677c,Notice,http://qtiack12.xiam.com/ack/agreement/review?referer=https://www.xiam.com/press/2008-03-11-QualcommXiam.shtml
Microsoft acquired Danger in 2008,Danger,Microsoft,2008,11/02/2008,"$500,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/a9844182df842117ef063c6ea739f755,Meanwhile Microsoft Buys Danger For $500 Million | TechCrunch,http://techcrunch.com/2008/02/11/meanwhile-microsoft-buys-danger/
Dell acquired Exanet in 2010,Exanet,Dell,2010,9/02/2010,"$12,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/013ebf5b940bd98f03f4371ae7a7141a,Dell Buys Exanet | texastechpulse.com,http://www.texastechpulse.com/dell_buys_exanet/s-0026750.html
Apple acquired WiFiSLAM in 2013,WiFiSLAM,Apple,2013,24/03/2013,"$20,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/78a020e6a3e10725ad38ca855d4e3b00,Apple Acquires Indoor GPS Startup WiFiSlam For $20M | TechCrunch,http://techcrunch.com/2013/03/24/apple-acquires-indoor-gps-startup-wifislam-for-20m/
Adobe Systems acquired Day Software in 2010,Day Software,Adobe,2010,28/07/2010,"$240,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/0da007d763a01a8fd26cd13658ca9ca4,Adobe Buys Swiss Company Day Software For $240 Million | TechCrunch,http://techcrunch.com/2010/07/27/adobe-buys-day-software-240-million/
Apple acquired Polar Rose in 2010,Polar Rose,Apple,2010,20/09/2010,"$29,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d44778b7ef2f2e4e4e78919ad1e6892d,Updated: Looks Like Apple Bought Polar Rose For $29 million | TechCrunch,http://techcrunch.com/2010/09/20/looks-like-apple-bought-polar-rose-for-22-million/
Cisco acquired Lightwire in 2012,Lightwire,Cisco Systems,2012,24/02/2012,"$271,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/577a486b1e9b5e9c137db1242e99cfb7,CISCO IS BUYING AGAIN: Acquires Lightwire In First Deal of 2012,http://www.businessinsider.com/cisco-is-buying-again-acquires-lightwire-in-first-deal-of-2012-2012-2
HP acquired ArcSight in 2010,ArcSight,HP,2010,13/09/2010,"$1,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/67f7a166a255c18f299fdcdfbd4e1d87,Hewlett-Packard acquired ArcSight,http://online.wsj.com/news/articles/SB10001424052748703897204575488013169090950
AOL acquired Tacoda in 2007,Tacoda,AOL,2007,24/07/2007,"$275,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d1705081f368501fd264c9bc086ff8e9,Tech,http://www.businessinsider.com/sai
Microsoft acquired HotMail in 1997,HotMail,Microsoft,1997,31/12/1997,"$400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1834850e933e7e992b64b2330706ffcf,Microsoft Acquires Hotmail,http://www.microsoft.com/en-us/news/press/1997/dec97/hotmlpr.aspx
Cisco acquired Tail-f Systems in 2014,Tail-f Systems,Cisco Systems,2014,17/06/2014,"$175,000,000",Pending,Cash,http://www.crunchbase.com/acquisition/8bbf0d099c2a954d8424547847f9d113,Cisco acquires Stockholm Sweden-based networking tech firm Tail-f Systems for $175 million - Tech.eu,http://tech.eu/brief/cisco-stockholm-sweden-tail-f-175-million/?utm_content=buffere264d&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer
Symantec acquired Clearwell Systems in 2011,Clearwell Systems,Symantec,2011,11/07/2011,"$410,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/52ce32fb9701a37a2ad193963391c68f,Symantec Completes Acquisition of Clearwell Systems,http://www.marketwired.com/press-release/symantec-completes-acquisition-of-clearwell-systems-nasdaq-symc-1536339.htm
Apple acquired Topsy Labs in 2013,Topsy Labs,Apple,2013,2/12/2013,"$200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0cca12b1838129cc936c838407dd1089,Apple Buys Topsy For Price Reportedly North Of $200M Could Use Social Signals To Bolster Siri App Store Relevance | TechCrunch,http://techcrunch.com/2013/12/02/apple-buys-topsy-for-a-reported-200m-could-use-social-signals-to-bolster-app-store-relevance/
Symantec acquired SwapDrive in 2008,SwapDrive,Symantec,2008,1/06/2008,"$123,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/33ece87aa1f782c4f880b699656c415f,Symantec Buys Online Backup Service SwapDrive For $123 Million | TechCrunch,http://techcrunch.com/2008/06/10/symantec-buys-online-backup-service-swapdrive-for-123-million/
Microsoft acquired jellyfish in 2007,jellyfish,Microsoft,2007,3/10/2007,"$50,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/c5230b817268852ed529c3c714a0daf7,Microsoft buys Jellyfish.com comparative shopping site for $50 million (WTN News),http://wtnnews.com/articles/4215/
Intel acquired Sensory Networks in 2013,Sensory Networks,Intel,2013,30/09/2013,"$20,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a4f4fef291a60e8f1bb5b596ebb9d84c,Intel To Buy Security Company Sensory Networks For $20M | TechCrunch,http://techcrunch.com/2013/09/30/intel-to-buy-security-company-sensory-networks-for-20m/
Amazon acquired Twitch in 2014,Twitch,Amazon,2014,25/08/2014,"$970,000,000",Pending,Cash,http://www.crunchbase.com/acquisition/b3a7a87cff3f357a3928b9d51ace822d,Amazon’s Twitch Acquisition Is Official | TechCrunch,http://techcrunch.com/2014/08/25/amazon-will-officially-acquire-twitch/
Salesforce acquired GoInstant in 2012,GoInstant,Salesforce,2012,9/07/2012,"$70,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d2a4cd6fe22345f08550436fa4392fb4,Salesforce.com Reported To Buy GoInstant For $70 Million | TechCrunch,http://techcrunch.com/2012/07/09/salesforce-com-reported-to-buy-goinstant-for-70-million/
Cisco acquired Securent in 2007,Securent,Cisco Systems,2007,1/11/2007,"$100,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/dca1002935b85292dd8949add6f048b1,Cisco acquired Securent,http://www.thealarmclock.com/mt/archives/2007/11/cisco_does_its.html
Microsoft acquired Vicinity Corporation in 2002,Vicinity Corporation,Microsoft,2002,22/10/2002,"$96,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b8d43cc1978953f80375b523bb61b2e9,Microsoft Agrees to Acquire Vicinity Corporation to Extend Value Of Location-Based Technology for Customers and Developers,http://www.microsoft.com/en-us/news/press/2002/oct02/10-22bootstrappr.aspx
Google acquired DeepMind in 2014,DeepMind,Google,2014,26/01/2014,"$500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/36f4a6499356288bf7ab050e1d3500a6,Google Acquires Artificial Intelligence Startup DeepMind For More Than $500M | TechCrunch,http://techcrunch.com/2014/01/26/google-deepmind/?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29
SanDisk acquired SMART Storage Systems in 2013,SMART Storage Systems,SanDisk,2013,2/07/2013,"$307,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c1fae86f2400c6b4fd7bd8d4c23c0d00,SanDisk acquires SMART Storage Systems for $307 million | ZDNet,http://www.zdnet.com/sandisk-acquires-smart-storage-systems-for-307-million-7000017581/
Yahoo! acquired Verdisoft in 2005,Verdisoft,Yahoo,2005,1/02/2005,"$93,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/077fb65e77309f9f20ecaf05601b9a64,,
EMC acquired Isilon Systems in 2010,Isilon Systems,EMC,2010,15/11/2010,"$2,300,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/cc77189e888ece6343f297e849733638,EMC Buys Enterprise Data Storage Company Isilon For $2.25 Billion In Cash | TechCrunch,http://techcrunch.com/2010/11/15/emc-buys-enterprise-data-storage-company-isilon-for-2-25-billion-in-cash/
Qualcomm acquired Pixtronix in 2011,Pixtronix,Qualcomm,2011,1/12/2011,"$175,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e36f71e575a98563c370b21353263743,Pixtronix acquired by Qualcomm - Venture Capital funding Mergers & Acqusitions in the Boston area | VentureFizz,http://venturefizz.com/deals/pixtronix-acquired-qualcomm
Yahoo! acquired Qwiki in 2013,Qwiki,Yahoo,2013,2/07/2013,"$50,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/19ce43762c1c950c15b1599163df7370,Yahoo Acquires Qwiki For Around $50 Million | TechCrunch,http://techcrunch.com/2013/07/02/yahoo-acquires-qwiki-for-around-50-million/
Salesforce acquired RelateIQ in 2014,RelateIQ,Salesforce,2014,11/07/2014,"$390,000,000",,Undisclosed,,,
Intel acquired Xircom in 2001,Xircom,Intel,2001,15/01/2001,"$748,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bf8ce4cf1df6cf8e77bea5cad6fbd40a,Intel Acquires Mobile Computing Gear Maker,http://abcnews.go.com/Technology/story?id=99152&page=1
AT&T acquired Centennial Communications Corp in 2009,Centennial Communications Corp,AT&T,2009,6/11/2009,"$944,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b9867891eeb58ad1dbebc23cecdde81e,AT&T acquired Centennial Communications Corp,http://mobile.engadget.com/2009/11/06/atandt-closes-centennial-wireless-deal/
Twitter acquired TapCommerce in 2014,TapCommerce,Twitter,2014,30/06/2014,"$100,000,000",Complete,Undisclosed,http://www.crunchbase.com/acquisition/f5447250a2c6209994e0e8f98a7684d6,Twitter Confirms Acquisition Of Mobile Ad Retargeting Startup TapCommerce | TechCrunch,http://techcrunch.com/2014/06/30/twitter-acquires-tapcommerce/
Apple acquired PrimeSense in 2013,PrimeSense,Apple,2013,18/07/2013,"$345,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9d83bbc5c714c248ae6b897b03f41102,Apple buys Israeli 3D sensor outfit PrimeSense for a reported $350M,http://gigaom.com/2013/11/25/apple-buys-israeli-3d-sensor-outfit-primesense-for-a-reported-350m/
Google acquired Flutter in 2013,Flutter,Google,2013,2/10/2013,"$40,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b5fca7f5c404d24fe685e9468d777bb5,Google Acquires YC-Backed Flutter A Gesture Recognition Technology Startup For Around $40M | TechCrunch,http://techcrunch.com/2013/10/02/google-acquires-yc-backed-flutter-a-gesture-recognition-technology-startup/
Google acquired On2 Technologies in 2010,On2 Technologies,Google,2010,19/02/2010,"$130,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/bb81790a892545fe4856193f9fb6ec27,Google To Acquire Video Compression Developer On2 For $106.5 Million,http://www.washingtonpost.com/wp-dyn/content/article/2009/08/05/AR2009080501579.html
Yahoo! acquired Xoopit in 2009,Xoopit,Yahoo,2009,23/07/2009,"$20,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/9794f70858d6c95cd579b14648c30119,Yahoo Acquires Xoopit Photo Tool - InformationWeek,http://www.informationweek.com/applications/yahoo-acquires-xoopit-photo-tool/d/d-id/1081594?
Google acquired Nest Labs in 2014,Nest Labs,Google,2014,13/01/2014,"$3,200,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/adb351aac687fffbc0ab2e2db77c0e67,"Google Is Buying Connected Device Company Nest For $3.2B In Cash | TechCrunch, Google closes $3.2 billion purchase of Nest - CNET, Google buying Nest Labs for $3.2 billion, Google to Acquire Nest","http://techcrunch.com/2014/01/13/google-just-bought-connected-device-company-nest-for-3-2b-in-cash/, http://www.cnet.com/news/google-closes-3-2-billion-purchase-of-nest/, http://fortune.com/2014/01/13/google-buying-nest-labs-for-3-2-billion/, http://investor.google.com/releases/2014/0113.html"
Google acquired DoubleClick in 2008,DoubleClick,Google,2008,11/03/2008,"$3,100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/46301016536ad1ab005a96652814f8a7,We've officially acquired DoubleClick,http://googleblog.blogspot.com/2008/03/weve-officially-acquired-doubleclick.html
AT&T acquired Superclick Networks in 2011,Superclick Networks,AT&T,2011,26/09/2011,"$15,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/079dc4e88af028e895b15ce46b1e004d,AT&T acquired Superclick Networks,http://techcrunch.com/2011/09/26/att-buys-hospitality-internet-provider-superclick-for-15-million/
Apple acquired PA Semi in 2008,PA Semi,Apple,2008,23/04/2008,"$278,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/98db9df32f17555e699d75d5a5e4e1aa,Apple acquired PA Semi,http://www.forbes.com/technology/2008/04/23/apple-buys-pasemi-tech-ebiz-cz_eb_0422apple.html
Symantec acquired Recourse Technologies in 2002,Recourse Technologies,Symantec,2002,1/08/2002,"$135,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d08e41b5e37e77cd336094f41a09329b,Symantec to Acquire Recourse Technologies,http://www.symantec.com/press/2002/n020717a.html
Intel acquired Infineon Technologies in 2010,Infineon Technologies,Intel,2010,31/08/2010,"$1,400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bff3aa1123657c888f904a2cc770d65a,Intel Again Seeks To Use Acquisitions To Expand In Wireless,http://pevc.dowjones.com:80/article?pid=32&an=DJFVW00020100830e68v0008d&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%2farticle%3fpid%3d32%26an%3dDJFVW00020100830e68v0008d
LinkedIn acquired Bizo in 2014,Bizo,LinkedIn,2014,22/07/2014,"$175,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/87321b7c88967c56d38c075b5f026e29,LinkedIn Will Acquire Business Marketing Company Bizo For $175M | TechCrunch,http://techcrunch.com/2014/07/22/linkedin-acquires-bizo/
AOL acquired Convertro in 2014,Convertro,AOL,2014,6/05/2014,"$101,000,000",Pending,"Cash, Stock",http://www.crunchbase.com/acquisition/c5f689ab30f0a4e6f27c4c68a6563d02,Aol Buys Marketing Analytics Company Convertro For $101M (Memo),http://techcrunch.com/2014/05/06/aol-buys-marketing-analytics-company-convertro-for-101m-memo/
Salesforce acquired Dimdim in 2011,Dimdim,Salesforce,2011,6/01/2011,"$31,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b8d2ff77e4fc4ced1bc196058a02cac9,Salesforce Buys Web Conferencing Platform DimDim For $31 Million In Cash | TechCrunch,http://techcrunch.com/2011/01/06/salesforce-buys-web-conferencing-platform-dimdim-for-31-million-in-cash/
Google acquired Android in 2012,Android,Google,2012,27/06/2012,"$50,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/75b290124a3e8a3da7689dc6625d9031,Google's Biggest Acquisitions So Far And What They Became,http://www.gizmodo.com.au/2011/08/googles-16-biggest-acquisitions-so-far-and-what-happened-to-them/
Microsoft acquired YaData in 2010,YaData,Microsoft,2010,13/08/2010,"$25,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/58cecca54fee686d149dad51775f2888,Microsoft Picks Up Israeli Ad-Targetting Software Startup YaData for a Reported $20 Million to $30 Million | TechCrunch,http://techcrunch.com/2008/02/27/microsoft-picks-up-israeli-ad-targetting-software-startup-yadata-for-a-reported-20-million-to-30-million/
Google acquired Postini in 2007,Postini,Google,2007,9/07/2007,"$625,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/022f55c487e9957916ed2773382ef822,Google Acquires Postini for $625 million | TechCrunch,http://techcrunch.com/2007/07/09/google-acquires-postini-for-625-million/
Yahoo! acquired Flurry in 2014,Flurry,Yahoo,2014,21/07/2014,"$200,000,000",Complete,Undisclosed,http://www.crunchbase.com/acquisition/bc1a199a8c6a1b31f661c7e7bcba9cbe,Yahoo Buys Mobile Analytics Firm Flurry For North Of $200M | TechCrunch,http://techcrunch.com/2014/07/21/yahoo-is-buying-mobile-analytics-firm-flurry-for-north-of-200m/
Oracle acquired Responsys in 2013,Responsys,Oracle,2013,20/12/2013,"$1,500,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/347bf2bd0fb2d6bcda9cd54a00207262,Oracle to Buy Responsys for $1.5 Billion,http://online.wsj.com/news/articles/SB10001424052702303773704579270080523815684
Symantec acquired PGP Corporation in 2010,PGP Corporation,Symantec,2010,29/04/2010,"$300,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/db97bad694ca106b466244caa17ec5e0,MarketWatch.com,http://www.marketwatch.com/story/symantec-to-offer-broadest-data-protection-capabilities-with-acquisition-of-pgp-corporation-and-guardianedge-2010-04-29/rescue?SourceUrl=http%3A%2F%2Fwww.marketwatch.com%2Fstory%2Fsymantec-to-offer-broadest-data-protection
LinkedIn acquired SlideShare in 2012,SlideShare,LinkedIn,2012,3/05/2012,"$119,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/8ad9790c2f9118b0f2002d42ffb675fc,LinkedIn Acquires Professional Content Sharing Platform SlideShare For $119M | TechCrunch,http://techcrunch.com/2012/05/03/linkedin-acquires-professional-content-sharing-platform-slideshare-for-119m/
Qualcomm acquired Wilocity in 2014,Wilocity,Qualcomm,2014,2/07/2014,"$300,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/2a1bf5cbdf2f424306b766f742d31b35,Qualcomm buys ‘WiGig’ startup Wilocity The Wall Street Journal,http://www.marketwatch.com/story/qualcomm-buys-wigig-startup-wilocity-2014-07-03?mod=wsj_share_tweet
Facebook acquired Nextstop in 2010,Nextstop,Facebook,2010,25/09/2010,"$2,500,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d5f31999a994294fcfcaef3e5e85835b,Facebook Acquires Social Travel Recommendation Site Nextstop | TechCrunch,http://techcrunch.com/2010/07/08/facebook-acquires-social-travel-recommendation-site-nextstop/
eBay acquired Zong in 2011,Zong,eBay,2011,7/07/2011,"$240,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2c2a3c822dd928df1c6e864350efa411,eBay Buys Zong For $240 Million In Cash To Boost PayPal's Mobile Payments Technology | TechCrunch,http://techcrunch.com/2011/07/07/ebay-acquires-mobile-payments-company-zong-for-240-million-in-cash/
Facebook acquired Onavo in 2013,Onavo,Facebook,2013,14/10/2013,"$150,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8d5e65e6a2bd1e2c8cd427cc2cc22ff6,Facebook Buys Mobile Data Analytics Company Onavo Reportedly For Up To $200M… And (Finally?) Gets Its Office In Israel | TechCrunch,http://techcrunch.com/2013/10/13/facebook-buys-mobile-analytics-company-onavo-and-finally-gets-its-office-in-israel/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29
Twitter acquired Mixer Labs in 2009,Mixer Labs,Twitter,2009,23/12/2009,"$5,200,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0daa7e6885f8a6f6d42912ef04d1e340,Twitter acquired Mixer Labs,http://www.techcrunch.com/2009/12/23/twitter-acquires-mixer-labs/
