Company,CrunchBase Profile,Image,Tagline,Year Founded,Market Categories,Address (HQ),City (HQ),State / Region (HQ),Country (HQ),Description,Homepage,Twitter,Acquired by,Acquisitions ID,API
GeoCities,http://www.crunchbase.com/organization/geocities,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397193695/53633a65ecee93ebc92feed8370c8120.jpg",GeoCities is a web hosting service providing web development tools that allow its users to build personal sites.,1996.0,Web Hosting,"4499 Glencoe Avenue, Marina Del Rey, California, United States",Marina Del Rey,California,United States,"Yahoo! GeoCities was a free web hosting provider that launched in 1996. GeoCities offered a free website and all the tools required to build a hosted, dynamic personal site, and it was one of the most popular websites on the Internet.Yahoo! officially shut down GeoCities on October 26, 2009.",,,Yahoo,Yahoo! acquired GeoCities in 1999,http://api.crunchbase.com/v/2/organization/geocities?user_key=0ebdc8274e821149894a240090945265
Inktomi,http://www.crunchbase.com/organization/inktomi,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397193705/7cf22c7fd80a71590cec2278c0b2674e.png",Inktomi Corporation is a California-based company developing software for internet service providers.,,Software,"4100 E 3Rd Ave., Foster City, California, United States",Foster City,California,United States,"Inktomi Corporation was a California-based company that provided software for Internet service providers. It was founded in 1996 by UC Berkeley professor Eric Brewer and graduate student Paul Gauthier. The company was initially founded based on the real-world success of the search engine they developed at the university. After the bursting of the dot-com bubble, Inktomi was acquired by Yahoo.",,,Yahoo,Yahoo! acquired Inktomi in 2003,http://api.crunchbase.com/v/2/organization/inktomi?user_key=0ebdc8274e821149894a240090945265
interclick,http://www.crunchbase.com/organization/interclick,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397197793/ae6a316e3a2fc93c7414b5d8b29c0a46.png",interclick provides data-driven advertising solutions by combining scalable media execution capabilities with analytics.,2007.0,Advertising,"11 W. 19th Street, 10th Floor, New York City, New York, United States",New York City,New York,United States,"interclick, inc. Nasdaq:ICLK, known also as Genome from Yahoo!, is a technology company providing solutions for data-driven advertising. Combining scalable media execution capabilities with analytical expertise, interclick delivers exceptional results for marketers. The Company's proprietary Open Segment Manager OSM platform organizes and valuates billions of data points daily to construct the most responsive digital audiences for major digital marketers. For more information, visit ",http://www.interclick.com,http://twitter.com/interclick,Yahoo,Yahoo! acquired interclick in 2011,http://api.crunchbase.com/v/2/organization/interclick?user_key=0ebdc8274e821149894a240090945265
Kelkoo,http://www.crunchbase.com/organization/kelkoo,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397181095/58b7be3ec840ed4b0ae4fd6943439ab7.png",Kelkoo is a price comparison site providing information on technology and non-technology brands.,1999.0,"Search, E-Commerce","6th Floor Portland House, London, United Kingdom, Great Britain",London,United Kingdom,Great Britain,"Founded in November 1999, and followed in 2000 by mergers with eCommerce related sites Zoomit, Dondecomprar and Shopgenie, Kelkoo is a price comparison site operating in 10 European countries. Kelkoo was bought by Yahoo! in 2004 for $670 million. In 2007, Yahoo! began to hint at a possible sale, and in 2008 Jamplant, a UK-based private equity firm, purchased Kelkoo for an undisclosed sum.The company provides comparisons on over 2 million products including those by technology brands such as Apple and Sony as well as non-tech brands such as Black & Decker and Aston Martin. Kelkoo launched a beta version of its service in the US in June 2010.",http://kelkoo.com,,Yahoo,Yahoo! acquired Kelkoo in 2004,http://api.crunchbase.com/v/2/organization/kelkoo?user_key=0ebdc8274e821149894a240090945265
Kimo,http://www.crunchbase.com/organization/kimo,,Kimo was added to CrunchBase in 2008,,,,,,,,,,Yahoo,Yahoo! acquired Kimo in 2000,http://api.crunchbase.com/v/2/organization/kimo?user_key=0ebdc8274e821149894a240090945265
Launch Media,http://www.crunchbase.com/organization/launch-media,,Launch Media is a U.S.-based multimedia production company.,,Music,"2700 Pennsylvania Avenue, Santa Monica, California, United States",Santa Monica,California,United States,"Launch Media is a U.S.- based multimedia production company. The company offers solutions by providing digital content targeting customers and even a company’s workforce. Launch Media provides digital media through commercials, infomercials and marketing campaigns. The company also offers an effective top-down communication platform that delivers messages to a company’s workforce through customized multimedia solutions.The company is based in Baton Rouge, Louisiana.",,http://twitter.com/Launch,Yahoo,Yahoo! acquired Launch Media in 2001,http://api.crunchbase.com/v/2/organization/launch-media?user_key=0ebdc8274e821149894a240090945265
Log-me-on.com,http://www.crunchbase.com/organization/log-me-on-com,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397193714/dfbad87ef897d6b9b2fc3b6235a7deb3.png",Log-Me-On.com was an online bookmark and email address manager. The Log-Me-On.com team developed and patented what is today the Yahoo!,,,,,,,Log-Me-On.com was an online bookmark and email address manager. The Log-Me-On.com team developed and patented what is today the Yahoo! Toolbar.,,,Yahoo,Yahoo! acquired Log-me-on.com in 1999,http://api.crunchbase.com/v/2/organization/log-me-on-com?user_key=0ebdc8274e821149894a240090945265
Maktoob,http://www.crunchbase.com/organization/maktoob,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397183700/9c18cfdc6d6e148b1cefa3b013e05191.png","Maktoob is an Arabic social network providing services such as email, discussion forums, news, blogs, games, and other community services.",2000.0,Social Media,"Building 3, Dubai Internet City, Dubai, Dubai, United Arab Emirates",Dubai,Dubai,United Arab Emirates,"Maktoob is an Arabic social network and web 2.0 group.Maktoob was founded in the year 2000 as the world's first free Arabic/English Web-based Email service, offering users a platform to send and receive E-mails in either language, regardless of their operating system. In the few years since, Maktoob has strategically grown to become an integrated group of companies and websites.The network of sites includes Maktoob.com, the world's leading Arab portal with a market share of around 13 million unique users, as well as a range of companies and sites specialized in business and ecommerce in the MENA region. Although the initial focus was on Arabic/English Web-based email services, Maktoob.com quickly evolved to attract users toward a host of additional services. Maktoob.com's community services consist of email, discussion forums, news, blogs, chat , matrimonial services, games, mobile services, women content, sports content and a variety of other community and web 2.0 services.",http://www.maktoob.com,,Yahoo,Yahoo! acquired Maktoob in 2010,http://api.crunchbase.com/v/2/organization/maktoob?user_key=0ebdc8274e821149894a240090945265
Maven Networks,http://www.crunchbase.com/organization/maven-networks,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397183381/2c080f9f6905ae796548eefabc1fc8d2.png","Maven Networks is an online video platform provider with end-to-end video syndication, content management and advertising solutions.",,Games,,,,,"Maven Networks is an online video platform provider with end-to-end video syndication, content management and advertising solution. Maven helps media companies create, distribute and profit from direct-to-consumer Internet TV channels and networks. The Maven Internet TV PlatformTM is used by organizations such as CanWest, CBS Sports, CBC, CNET, Gannett, The Financial Times, Fox Business Network, Fox News, Hearst, MediaNews Group, Ogilvy, Scripps Networks, Sony BMG, Sony Pictures Television, and TV Guide.",http://www.maven.net,,Yahoo,Yahoo! acquired Maven Networks in 2008,http://api.crunchbase.com/v/2/organization/maven-networks?user_key=0ebdc8274e821149894a240090945265
Musicmatch,http://www.crunchbase.com/organization/musicmatch,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397181096/aee8f5c0d83eac6e48d0a91423329968.png","Musicmatch offers users unlimited access to a library of more than 800,000 songs and 40,000 albums for a monthly subscription cost of as",,Curated Web,"Usa, Kyushu, Japan",Usa,Kyushu,Japan,"Musicmatch offers users unlimited access to a library of more than 800,000 songs and 40,000 albums for a monthly subscription cost of as low as $7.95 per month based on an annual fee.The company was purchased by Yahoo! in 2004.",http://new.music.yahoo.com,,Yahoo,Yahoo! acquired Musicmatch in 2004,http://api.crunchbase.com/v/2/organization/musicmatch?user_key=0ebdc8274e821149894a240090945265
MyBlogLog,http://www.crunchbase.com/organization/mybloglog,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397184713/628484fa24bf317cd3d45794abe5ed5e.png",MyBlogLog is a social network for the blogger community that enable blog writers and readers to see who their readers and site visitors are.,2014.0,Curated Web,"Orlando, Florida, United States",Orlando,Florida,United States,"MyBlogLog is a distributed blog social network that was founded in January 2005 by Eric Marcoullier and Todd Sampson. The service launched in March 2005 and was acquired by Yahoo in January 2007 for an estimated $10 million.In February 2008 MyBlogLog launched version 2 of the service, which included activity streams for users and additional social networking features.",http://www.mybloglog.com,,Yahoo,Yahoo! acquired MyBlogLog in 2007,http://api.crunchbase.com/v/2/organization/mybloglog?user_key=0ebdc8274e821149894a240090945265
